datum,ar,manad,ar_manad,sol_kwh,snittpris_ore,naive_kr,opt_kr,besparing_kr,naive_imp_kwh,opt_imp_kwh
2023-12-29,2023,12,2023-12,2.216666666666667,37.423875,15.481224591666667,8.603522448445402,6.877702143221265,36.78333333333333,33.97666667
2023-12-30,2023,12,2023-12,4.263333333333334,52.075583333333334,26.571027243333337,3.2163817391673994,23.354645504165937,35.21083333333333,42.23035083
2023-12-31,2023,12,2023-12,0.6733333333333332,52.286875,21.628254791666667,12.154293793498,9.473960998168666,38.32666666666667,35.88666667
2024-01-01,2024,1,2024-01,0.4133333333333331,51.540666666666674,25.60205149166667,9.5189674899191,16.083084001747572,38.58666666666667,40.34
2024-01-02,2024,1,2024-01,0.4762878787878786,72.49983333333333,33.82732098106061,14.665569284348797,19.16175169671181,38.52371212121213,34.91621212
2024-01-03,2024,1,2024-01,1.2324999999999997,73.4175,33.044975625,15.364401921421898,17.6805737035781,37.7675,44.76118417
2024-01-04,2024,1,2024-01,10.050833333333333,106.62816666666667,42.32040861583334,10.332443930288296,31.98796468554504,31.463333333333335,36.532850870000004
2024-01-05,2024,1,2024-01,21.961547619047618,224.85800000000003,90.563293075,-49.167379152572835,139.73067222757282,29.927619047619046,37.097631533
2024-01-06,2024,1,2024-01,22.5775,112.886375,23.047409228333336,7.191089135040997,15.85632009329234,28.994999999999997,31.74
2024-01-07,2024,1,2024-01,14.474166666666665,107.52120833333333,30.5156852225,15.683980256936795,14.831704965563205,29.644166666666667,32.629166670000004
2024-01-08,2024,1,2024-01,22.841190476190473,124.35037499999999,27.10752995523809,4.012348935251403,23.095181019986686,28.76214285714286,34.28666663
2024-01-09,2024,1,2024-01,1.385833333333333,130.418625,55.16093910000001,31.754139376527704,23.406799723472304,37.61416666666667,43.80333334
2024-01-10,2024,1,2024-01,1.7683333333333333,128.53095833333333,55.15161270000001,23.001863590938996,32.14974910906101,37.23166666666667,45.04799627
2024-01-11,2024,1,2024-01,21.115833333333335,115.45937500000001,30.820593688333332,-9.786925366555998,40.60751905488933,29.56833333333333,35.5966666
2024-01-12,2024,1,2024-01,4.245833333333334,125.01945833333333,47.90405749,26.7519785622169,21.152078927783098,35.23416666666667,39.47088873
